day4,37:14.3,9.19,0,61,28,75.7,26.4,683,184
day4,47:17.6,9.3,0,68,28,75.7,26.5,684,211
day4,57:18.6,10.89,0,132,28,75.3,26.5,684,217
day4,07:19.7,11.22,0,142,28,76,26.4,684,222
day4,17:20.9,11.52,0,155,28,76.2,26.5,683,226
day4,27:22.3,11.74,0,178,28,75.4,26.6,684,227
day4,37:23.6,11.77,0,177,28,74.9,26.6,682,224
day4,47:25.1,11.66,0,182,28,75,26.8,684,223
day4,57:26.6,11.66,0,181,28,74,26.8,682,221
day4,07:28.2,11.52,0,184,28,72.4,26.8,684,220
day4,17:29.9,11.29,0,219,28,71,27.5,684,218
day4,27:31.8,11.37,0,222,28,70.4,27.5,682,217
day4,37:33.5,11.41,0,215,28,65.2,29.3,684,217
day4,47:35.4,11.33,0,206,28,69.6,28,682,215
day4,57:37.2,11.26,0,214,28,65.2,29.7,684,215
day4,07:39.0,11.22,0,216,28,66.3,29.2,683,214
day4,17:40.8,11.18,0,216,28,66.8,28.9,682,213
day4,27:42.6,11.11,0,214,28,68.9,27.9,684,214
day4,37:44.5,11.07,0,218,28,67.7,28.5,683,213
