day27,43:59.5,9.97,221,67.7,31.1,677,317
day27,45:05.6,9.97,221,68,30.9,674,326
day27,55:07.1,9.97,220,68.8,30.6,682,394
day27,05:09.7,9.71,219,60.6,33,682,449
day27,58:25.9,9.49,220,56.3,36,679,272
day27,58:32.4,9.52,219,56.9,35.8,677,272
day27,08:34.1,10.56,220,56.7,35.8,679,276
day27,18:36.0,10.56,219,63.7,32.3,679,279
day27,28:37.8,10.96,219,64.7,31.9,681,287
day27,38:39.7,11.44,219,64.1,31.8,681,287
day27,48:41.5,11.26,219,65.3,31.9,679,293
day27,58:43.4,11.66,218,63.8,31.9,678,296
day27,08:45.2,11.77,218,64.7,31.8,679,299
day27,18:47.1,11.74,218,62.6,32,678,301
day27,28:48.9,11.92,217,61.7,31.8,677,299
day27,38:50.7,12.07,216,61.8,31.9,679,302
day27,48:52.5,12.59,216,46.3,32,680,319
day27,58:54.4,12.14,216,46.4,32,679,321
day27,08:56.2,10.63,215,45.8,31.9,679,326
day27,18:58.0,12.07,215,44.3,32.2,680,314
day27,28:59.8,11.07,214,46.2,31.9,679,325
day27,39:01.6,12.51,214,43.6,32.1,680,322
day27,49:03.2,11.22,213,44.9,31.9,677,309
day27,59:04.5,7.04,212,46.9,31.7,680,323
day27,09:05.8,8.98,212,47.2,31.5,680,313
day27,19:07.1,8.98,211,50.8,31.6,678,303
day27,29:08.4,9.03,210,45.5,31.7,678,305
day27,39:09.7,8.73,210,50.9,31.7,678,309
day27,49:10.9,8.73,209,50.2,31.3,678,315
day27,59:12.2,8.63,209,48.7,31.5,677,316
day27,09:13.4,8.58,208,48.9,31.2,680,323
day27,19:14.7,8.25,208,49.1,31.3,680,319
day27,29:16.0,8.28,208,50.3,31.3,679,322
day27,39:17.2,8.28,207,51.2,31.1,680,318
day27,49:18.5,8.22,207,52.1,31,680,309
day27,59:19.7,8.31,207,54,30.7,678,313
day27,09:20.9,8.04,206,54,30.8,680,321
day27,19:22.2,8.22,206,55.5,31,680,317
day27,29:23.4,8.02,206,56.2,30.8,680,319
day27,39:24.6,7.83,206,57.2,30.7,678,315
day27,49:25.9,7.72,205,56.2,30.5,678,311
day27,59:27.1,7.8,205,56.2,30.8,679,310
day27,09:28.3,7.72,204,57.5,30.8,680,312
day27,19:29.5,7.77,204,55.9,30.5,680,315
day27,29:30.7,7.77,204,57.1,30.6,680,317
day27,39:31.9,7.88,203,55.9,30.5,679,317
day27,49:33.1,7.99,204,54.9,30.3,679,311
day27,59:34.3,7.96,202,57.5,30.5,678,311
day27,09:35.5,7.94,201,58.1,30.2,680,317
day27,19:36.7,7.9,200,58.1,30.2,680,325
day27,29:37.9,7.94,199,57.2,30.2,680,318
day27,39:39.0,7.74,198,56.8,30,680,316
day27,49:40.1,7.82,197,58.2,30,678,325
day27,59:41.3,7.9,196,59.5,29.9,679,326
day27,09:42.4,8.02,194,59.8,29.9,677,323
day27,19:43.4,8.01,192,61,29.6,685,328
day27,29:44.5,7.9,188,61.1,29.4,679,320
day27,39:45.6,7.96,183,63,29.3,681,320
day27,49:47.6,7.99,175,62.3,29.4,678,321
day27,59:49.5,8.06,164,62.1,29.4,680,321
day27,09:51.3,7.94,145,63.6,29.1,677,307
day27,19:52.6,8.01,115,63.8,29.1,680,318
day27,29:54.4,8.14,57,65.8,28.8,680,314
