day1,44:46.7,10.63,0,213,28,66.5,29.2,682,161
day1,54:48.5,10.81,0,213,28,66.6,29.2,685,163
day1,04:50.2,10.74,0,211,28,66.1,29.5,684,164
day1,14:51.9,10.67,0,204,28,65.7,29.4,682,167
day1,24:53.6,10.74,0,206,28,67,29.2,682,169
day1,34:55.3,10.89,0,206,28,67,29.2,684,172
day1,44:57.0,11.04,0,203,28,68.1,29.2,683,176
day1,54:58.7,11.26,0,204,28,67.6,29,683,183
day1,05:00.4,11.63,0,200,28,67.7,29.1,684,190
day1,15:02.1,11.92,0,206,28,68.1,28.9,682,196
day1,25:03.7,12.11,0,194,28,68.1,28.9,684,197
day1,35:05.4,12.03,0,202,28,68.8,28.7,684,206
day1,45:07.0,12.37,0,205,28,68.2,28.9,684,205
day1,55:08.7,12.25,0,200,28,68.8,29,683,222
day1,05:10.4,12.25,0,198,28,68.4,28.9,684,230
day1,15:12.0,12.14,0,201,28,68,29.1,685,231
day1,25:13.7,12.07,0,202,28,69.2,28.9,684,230
day1,35:15.3,11.85,0,200,28,68.7,28.7,683,234
day1,45:17.0,11.85,0,198,28,71,28.5,683,234
day1,55:18.6,11.77,0,202,28,70,28.7,683,234
day1,05:20.2,11.66,0,200,28,70.3,28.6,685,211
day1,15:21.8,10,0,193,28,70.5,28.6,682,241
day1,25:23.4,11.74,0,195,28,70.1,28.6,685,243
day1,35:25.0,11.66,0,191,28,70.3,28.5,684,247
day1,45:26.5,11.77,0,190,28,70.9,28.3,685,247
day1,55:28.1,11.63,0,191,28,70.1,28.5,685,245
day1,05:29.5,11.44,0,186,28,70.2,28.2,682,247
day1,15:30.9,11.44,0,181,28,70.7,28.2,685,248
day1,25:32.2,11.92,0,170,28,71.5,28,684,248
day1,35:33.4,11.07,0,168,28,72,28,684,249
day1,45:34.6,11.11,0,158,28,71.5,27.9,684,247
day1,55:35.7,10.89,0,150,28,71.7,27.8,683,248
day1,05:37.7,10.93,0,129,28,71.7,27.9,684,246
day1,15:39.1,10.85,0,94,28,71.7,27.7,684,248
day1,25:40.1,10.78,0,16,28,71.6,27.6,684,247
day1,35:42.0,10.67,0,0,28,71.6,27.7,682,246
day1,45:44.0,10.67,0,0,28,71.7,27.6,683,246
day1,55:46.1,10.63,0,0,28,71.4,27.7,682,245
day1,05:48.2,10.63,0,0,28,69.8,27.7,685,247
day1,15:50.3,10.67,0,0,28,66.5,27.6,685,247
day1,25:52.3,10.74,0,0,28,66.2,27.7,685,247
day1,35:54.4,10.67,0,0,28,67.1,27.7,684,246
day1,45:56.5,10.59,0,0,28,65,27.7,685,246
day1,55:58.6,10.63,0,0,28,64.5,27.7,682,246
day1,06:00.7,10.59,0,0,28,65.7,27.8,685,246
day1,16:02.7,10.59,0,0,28,65.7,27.7,684,245
day1,26:04.8,10.56,0,0,28,65.6,27.6,684,246
day1,36:06.9,10.56,0,0,28,66.1,27.7,684,247
