day8,41:30.0,10.96,0,115,28,73.3,26.2,682,180
day8,51:31.9,10.93,0,115,28,73.3,26.2,682,187
day8,01:34.0,9.45,0,152,28,72.2,26.2,683,200
day8,11:35.4,10.11,0,170,28,71.3,26.3,684,208
day8,21:36.8,10.56,0,169,28,71.6,26.4,682,211
day8,31:38.5,10.7,0,199,28,71.7,26.6,685,212
day8,41:40.2,10.67,0,206,28,70.8,26.6,684,213
day8,51:42.1,10.78,0,222,28,68.6,27.6,684,216
day8,01:44.0,10.96,0,223,28,64.1,29.5,684,217
day8,11:45.9,11.04,0,218,28,61.6,30.7,682,217
day8,21:47.8,11.07,0,224,28,61,31,683,217
day8,31:49.7,10.93,0,225,28,62.9,30.1,682,215
day8,41:51.6,10.93,0,223,28,58.7,32,682,213
day8,51:53.3,10.59,0,212,28,60,31,684,176
day8,01:54.8,8.23,0,208,28,62,30.4,684,205
day8,11:56.6,10.08,0,218,28,62,30.6,685,216
day8,21:58.4,10.59,0,215,28,65.2,29.5,685,216
day8,32:00.3,10.59,0,217,28,64.7,29,685,213
day8,42:02.1,10.37,0,218,28,65.4,28.9,685,208
day8,52:03.9,10.04,0,217,28,65.4,29,684,215
day8,02:05.8,10.37,0,218,28,65.3,29.2,684,221
day8,12:07.6,10.59,0,218,28,65.6,29.5,682,216
day8,22:09.4,10.37,0,212,28,64.2,29.3,684,219
day8,32:11.2,10.48,0,216,28,65.2,29.4,684,222
day8,42:13.0,10.48,0,213,28,65.3,29.2,684,215
day8,52:14.7,9.97,0,216,28,65.4,28.9,684,222
day8,02:16.5,10.26,0,216,28,66,28.7,681,224
day8,12:18.2,10.33,0,212,28,65.1,29,684,227
day8,22:19.9,10.33,0,213,28,65.3,28.7,683,229
day8,32:21.6,10.26,0,210,28,65.1,28.8,684,236
day8,42:23.4,10.48,0,214,28,62.9,29,683,236
day8,52:25.1,10.33,0,213,28,63,29.2,682,230
day8,02:26.6,9.97,0,212,28,64.5,28.8,684,230
day8,12:28.4,9.89,0,211,28,64.7,29,684,238
day8,22:30.0,10.33,0,211,28,63.3,29,685,236
day8,32:31.7,10.04,0,210,28,64.3,29,684,239
day8,42:33.5,10.15,0,206,28,64.5,29,683,245
day8,52:35.2,10.56,0,209,28,65.1,29,682,243
day8,02:36.9,10.33,0,207,28,65,29,682,240
day8,12:38.6,10.15,0,202,28,64.3,29.1,684,242
day8,22:40.2,10.26,0,203,28,63,29,684,240
day8,32:41.6,10.04,0,206,28,63.6,29,684,242
day8,42:43.2,10.37,0,205,28,64.6,28.8,682,243
day8,52:44.8,10.15,0,205,28,63.3,29,684,249
day8,02:46.4,10.48,0,205,28,62.3,29,683,234
day8,12:47.7,9.67,0,204,28,63.2,28.6,682,238
day8,22:49.4,10.04,0,207,28,63.3,28.8,684,241
day8,32:50.9,10.19,0,206,28,63.7,28.7,684,237
day8,42:52.6,10,0,205,28,64.2,28.7,684,239
day8,52:54.0,10.08,0,203,28,65.1,28.6,683,235
day8,02:55.5,9.89,0,201,28,64.7,28.6,684,244
day8,12:57.1,10.45,0,202,28,64.3,28.7,682,249
day8,22:58.8,10.67,0,200,28,63.7,28.6,684,248
day8,33:00.4,10.59,0,200,28,62.1,28.6,681,248
day8,43:02.1,10.63,0,201,28,65.3,28.6,684,237
day8,53:03.5,10,0,197,28,65.2,28.2,684,239
day8,03:05.0,10.11,0,196,28,65.4,28.2,681,242
day8,13:06.6,10.48,0,196,28,65.5,28.4,682,244
day8,23:08.2,10.56,0,195,28,66.2,28.2,681,234
day8,33:09.7,10,0,194,28,66.4,28.2,682,240
day8,43:11.3,10.37,0,194,28,65.8,28.1,681,237
day8,53:12.8,10.3,0,193,28,65.8,28,684,240
day8,03:14.3,10.45,0,186,28,65.8,28.1,681,240
day8,13:15.7,10.45,0,184,28,66.1,28,683,240
day8,23:17.1,10.37,0,179,28,65.8,27.9,684,235
day8,33:18.5,10.08,0,174,28,65.3,27.8,682,242
day8,43:19.7,10.59,0,167,28,65.8,27.9,683,245
day8,53:20.8,10.74,0,156,28,67.4,27.7,686,251
day8,03:21.8,10.59,0,136,28,66.4,27.7,682,238
day8,13:23.3,10.48,0,106,28,67.9,27.7,682,238
day8,23:24.4,10.37,0,57,28,68.1,27.6,693,252
day8,33:26.5,10.59,0,0,28,67.9,27.5,682,245
day8,43:28.5,10.59,0,0,28,67.8,27.6,684,248
day8,53:30.6,10.81,0,0,28,67.7,27.5,682,244
day8,03:32.7,10.59,0,0,28,68.4,27.5,682,246
day8,13:34.8,10.63,0,0,28,68.8,27.5,682,248
day8,23:36.8,10.74,0,0,28,68.3,27.4,681,247
day8,33:38.9,10.7,0,0,28,68.6,27.4,683,249
day8,43:41.0,10.85,0,0,28,68.5,27.4,684,246
day8,53:43.1,10.74,0,0,28,68.8,27.3,682,246
day8,03:45.2,10.74,0,0,28,69,27.3,684,246
day8,13:47.2,10.74,0,0,28,69.8,27.2,683,246
day8,23:49.3,10.74,0,0,28,69.6,27.3,684,245
day8,33:51.4,10.63,0,0,28,69.8,27.3,682,249
day8,43:53.5,10.85,0,0,28,69.6,27.2,682,251
day8,53:55.6,10.89,0,0,28,69,27.2,682,250
day8,03:57.6,10.78,0,0,28,69.7,27.2,684,253
day8,13:59.7,10.85,0,0,28,69.8,27.2,683,250
