day2,32:29.7,10.63,0,211,28,72.9,27,682,186
day2,42:31.4,9.97,0,212,28,72.7,27.1,681,211
day2,52:33.4,10.48,0,225,28,67.2,29.6,684,217
day2,02:35.4,10.67,0,227,46,62.5,31.3,683,221
day2,12:37.4,10.89,0,227,57,59.6,32.6,685,229
day2,22:39.3,11.33,0,223,28,60.9,31.8,685,227
day2,32:41.3,11.33,0,228,41,58.6,33,682,223
day2,42:43.3,11.22,0,228,63,56.8,33.5,685,219
day2,52:45.2,10.89,0,223,33,54.5,34.6,685,216
day2,02:47.1,10.85,0,227,28,57.6,33,684,214
day2,12:49.0,10.67,0,219,28,56.3,33.7,683,210
day2,22:50.8,10.48,0,219,28,61,31.4,686,208
day2,32:52.7,10.33,0,219,28,63.5,30.5,684,206
day2,42:54.5,10.19,0,219,28,63.4,30.5,686,208
day2,52:56.4,10.33,0,219,28,63,30.9,685,207
day2,02:58.2,10.19,0,217,28,63.3,30.3,684,207
day2,12:59.9,10.26,0,211,28,66.1,29.3,684,208
day2,23:01.7,10.26,0,210,28,66,29.3,684,206
day2,33:03.4,10.11,0,209,28,66.9,29.1,685,207
day2,43:05.2,10.19,0,207,28,68.2,29,684,209
day2,53:06.9,10.33,0,207,28,67.1,29,682,207
day2,03:08.7,10.22,0,209,28,68.4,29.1,684,208
day2,13:10.4,10.26,0,210,28,66.9,29.1,684,210
day2,23:12.2,10.33,0,211,28,67.5,29,682,208
day2,33:14.0,10.33,0,213,28,66.5,29.3,684,210
day2,43:15.8,10.33,0,213,28,66.1,29.3,683,209
day2,53:17.6,10.33,0,213,28,66.6,29.5,684,209
day2,03:19.4,10.33,0,216,28,66.1,29.4,684,211
day2,13:21.1,10.48,0,213,28,65.7,29.6,684,208
day2,23:22.9,10.33,0,209,28,65.3,29.6,685,209
day2,33:24.6,10.33,0,208,28,65.2,29.5,684,209
day2,43:26.4,10.33,0,206,28,64.5,29.6,684,211
day2,53:28.1,10.45,0,209,28,63.1,29.5,685,210
day2,03:29.8,10.48,0,209,28,62.6,29.4,683,210
day2,13:31.6,10.37,0,207,28,63,29.5,682,210
day2,23:33.3,10.37,0,206,28,63.5,29.6,682,208
day2,33:35.0,10.3,0,205,28,63.3,29.5,684,210
day2,43:36.7,10.33,0,205,28,63.4,29.6,685,210
day2,53:38.4,10.33,0,205,28,61.3,29.5,684,209
day2,03:40.1,10.3,0,206,28,63.1,29.4,684,210
day2,13:41.7,10.33,0,204,28,62.4,29.5,685,211
day2,23:43.4,10.41,0,204,28,61.8,29.5,684,211
day2,33:45.1,10.33,0,203,28,62.1,29.4,685,211
day2,43:46.8,10.45,0,203,28,61.5,29.1,684,210
day2,53:48.5,10.3,0,203,28,63.8,29.1,685,209
day2,03:50.1,10.19,0,204,28,62.8,29.4,685,211
day2,13:51.8,10.33,0,202,28,65.1,29.1,684,212
day2,23:53.5,10.33,0,202,28,64.1,28.8,684,212
day2,33:55.1,10.33,0,200,28,64.4,29,684,212
day2,43:56.8,10.33,0,200,28,65.1,28.9,682,211
day2,53:58.4,10.33,0,199,28,63.5,29.1,685,212
day2,04:00.1,10.59,0,199,28,65,28.8,683,212
day2,14:01.7,10.33,0,199,28,64.5,28.8,685,211
day2,24:03.3,10.26,0,196,28,63.5,28.8,682,212
day2,34:04.9,10.33,0,195,28,64.4,28.7,684,212
day2,44:09.9,10.33,0,195,28,65.5,28.7,685,213
day2,54:11.4,10.33,0,192,28,66.6,28.6,684,212
day2,04:12.9,10.33,0,189,28,66.4,28.7,684,213
day2,14:14.4,10.33,0,189,28,65,28.6,684,214
day2,24:15.9,10.33,0,183,28,65.4,28.5,682,213
day2,34:17.2,10.33,0,178,28,66.2,28.5,682,213
day2,44:18.5,10.33,0,169,28,66.9,28.4,685,216
day2,54:19.6,10.37,0,159,28,67.4,28.1,683,214
day2,04:20.7,10.33,0,139,28,67.7,28.2,685,214
day2,14:22.2,10.33,0,110,28,69.2,28,684,216
day2,24:23.2,10.33,0,44,28,68.6,28.1,685,215
day2,34:25.2,10.26,0,0,28,68.5,28,685,217
day2,44:27.3,10.33,0,0,28,68.6,28,684,218
day2,54:29.3,10.33,0,0,28,69.1,28,685,218
