day14,21:45.0,6.9,0,30,28,74.1,26.5,676,355
day14,31:46.1,6.9,0,30,28,74.2,26.5,680,389
day14,41:48.8,6.79,0,91,28,74.8,26.4,680,413
day14,51:50.7,7.01,0,130,28,74.2,26.6,679,438
day14,01:51.8,7.2,0,165,28,74,26.9,680,467
day14,11:52.8,7.35,0,178,28,74.4,27,679,474
day14,21:53.9,7.12,0,199,28,73.9,27.3,680,474
day14,31:55.1,7.12,0,205,28,73.7,27.8,680,477
day14,41:56.4,7.2,0,209,28,72.4,28.1,679,468
day14,51:57.9,7.49,0,223,28,63.2,32,680,480
day14,01:59.3,7.64,0,223,33,58.9,33.7,680,483
day14,12:00.6,7.79,0,218,28,55,35,681,477
day14,22:02.0,7.97,0,222,28,63.3,31.1,678,482
day14,32:03.3,8.01,0,224,28,58.9,32.2,681,485
day14,42:04.5,8.08,0,210,28,60.3,31.6,679,489
day14,52:05.7,7.94,0,202,28,67,28.5,679,486
day14,02:07.1,7.97,0,218,28,65.3,29.4,679,499
day14,12:08.4,7.97,0,218,28,56.1,33.5,679,496
day14,22:09.8,7.9,0,217,28,60,30.9,681,500
day14,32:11.1,7.83,0,217,28,62.8,30.2,680,497
day14,42:12.5,7.86,0,216,28,62.7,30,679,496
day14,52:13.8,7.79,0,216,28,62,30.3,682,496
day14,02:15.1,7.64,0,216,28,61.9,30,679,496
day14,12:16.5,7.68,0,217,28,61.9,30.3,679,497
day14,22:17.8,7.79,0,216,28,62.4,30.6,680,501
day14,32:19.2,7.64,0,215,28,61.3,30.5,681,502
day14,42:20.5,7.68,0,215,28,60.4,30.6,678,500
day14,52:21.8,7.6,0,214,28,58.8,30.4,679,499
day14,02:23.1,7.64,0,213,28,62.8,29.9,680,500
day14,12:24.4,7.49,0,212,28,60.5,30,678,502
day14,22:25.7,7.57,0,211,28,60.7,30.1,678,500
day14,32:26.9,7.64,0,211,28,61.2,30.2,680,497
day14,42:28.2,7.49,0,210,28,61.5,29.8,678,497
day14,52:29.5,7.71,0,209,28,61.6,30.3,680,499
day14,02:30.7,7.46,0,207,28,61,30.2,681,502
day14,12:32.0,7.64,0,206,28,61.3,30.3,681,502
day14,22:33.2,7.38,0,205,28,61,30.2,680,500
day14,32:34.4,7.35,0,204,28,61.9,29.9,681,500
day14,42:35.6,7.49,0,203,28,60.2,29.6,678,493
day14,52:36.8,7.27,0,202,28,62.4,29.6,680,495
day14,02:38.0,7.35,0,201,28,61.8,29.7,678,493
day14,12:39.1,7.31,0,201,28,61.4,29.7,679,494
day14,22:40.3,7.42,0,200,28,59.7,29.8,678,489
day14,32:41.5,7.53,0,200,28,61.5,29.8,679,495
day14,42:42.6,7.23,0,199,28,60.3,29.7,680,492
day14,52:43.8,7.35,0,199,28,60.8,29.6,680,494
day14,02:44.9,7.2,0,199,28,60.6,29.5,680,497
day14,12:46.1,7.42,0,198,28,61.5,29.6,680,495
day14,22:47.2,7.2,0,198,28,61.5,29.5,680,495
day14,32:48.4,7.31,0,197,28,61.2,29.6,678,494
day14,42:49.5,7.23,0,196,28,61,29.5,681,497
day14,52:50.6,7.35,0,196,28,62.4,29.5,680,498
day14,02:51.7,7.35,0,195,28,61.5,29.4,680,501
day14,12:52.9,7.2,0,195,28,60.1,29.5,678,498
day14,22:54.0,7.2,0,194,28,63.8,29.5,680,499
day14,32:55.1,7.42,0,193,28,60.8,29.2,680,500
day14,42:56.2,7.35,0,194,28,61.2,29.4,680,500
day14,52:57.3,7.12,0,193,28,62,29.1,682,513
day14,02:58.6,7.64,0,191,28,61.5,29.2,680,505
day14,12:59.7,7.2,0,191,28,63.1,29.1,679,511
day14,23:00.8,7.38,0,191,28,64.7,29,680,511
day14,33:01.8,7.09,0,189,28,64.1,29,680,512
day14,43:02.9,7.23,0,188,28,64.3,29,678,510
day14,53:04.0,7.01,0,188,28,64.1,28.7,680,503
day14,03:05.0,6.98,0,186,28,66,28.6,680,498
day14,13:06.1,6.98,0,183,28,63.9,28.4,680,505
day14,23:08.1,7.23,0,182,28,65,28.6,680,508
day14,33:09.2,6.94,0,178,28,64.1,28.6,678,512
day14,43:11.2,6.83,0,171,28,65.5,28.3,680,516
day14,53:13.2,6.83,0,163,28,67.2,28,680,512
day14,03:15.0,6.94,0,148,28,67.7,28.1,680,515
day14,13:16.4,6.83,0,121,28,67.9,28,679,515
day14,23:18.4,6.79,0,76,28,68.1,28.1,678,518
day14,33:20.0,6.79,0,0,28,67.9,27.9,680,519
day14,43:21.6,6.79,0,0,28,69,27.6,680,519
